FID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER
2485,301900,UNKNOWN301900,MCGREGOR,TX,76657,SUBSTATION,IN SERVICE,MCLENNAN,31.438967,-97.402957,3,69,-999999,Y,N
2193,301015,UNKNOWN301015,SANDOW,TX,76577,SUBSTATION,IN SERVICE,MILAM,30.568275,-97.06872,4,138,69,Y,Y
2195,301022,UNKNOWN301022,GREENVILLE,TX,75401,SUBSTATION,IN SERVICE,HUNT,33.166611,-96.171977,2,138,69,Y,Y
2197,301032,UNKNOWN301032,ALVARADO,TX,76009,SUBSTATION,IN SERVICE,JOHNSON,32.342498,-97.215004,2,138,69,N,N
2198,301033,UNKNOWN301033,HAWKINS,TX,75771,SUBSTATION,IN SERVICE,SMITH,32.532825,-95.270071,2,138,69,Y,Y
2490,301913,UNKNOWN301913,RINGGOLD,TX,76261,SUBSTATION,IN SERVICE,MONTAGUE,33.86297,-97.954344,1,-999999,-999999,N,N
2199,301035,UNKNOWN301035,HOUSTON,TX,77002,SUBSTATION,IN SERVICE,HARRIS,29.763011,-95.35235,3,138,69,N,N
2201,301040,UNKNOWN301040,CRANE,TX,79731,SUBSTATION,NOT AVAILABLE,CRANE,31.325694,-102.562903,1,138,69,Y,Y
3053,301057,UNKNOWN301057,VALLEY VIEW,TX,76272,SUBSTATION,IN SERVICE,COOKE,33.494606,-97.047591,1,138,138,Y,Y
2494,301924,UNKNOWN301924,PLAINVIEW,TX,79072,SUBSTATION,NOT AVAILABLE,HALE,34.159428,-101.953108,1,69,-999999,Y,N
2209,301065,UNKNOWN301065,CHOATE,TX,78119,SUBSTATION,IN SERVICE,KARNES,28.815504,-97.7406,2,345,69,Y,Y
4457,301081,UNKNOWN301081,PHARR,TX,78577,SUBSTATION,IN SERVICE,HIDALGO,26.103226,-98.213942,2,138,138,N,Y
2497,301929,UNKNOWN301929,HAPPY,TX,79042,SUBSTATION,IN SERVICE,SWISHER,34.646789,-101.581543,2,-999999,-999999,N,N
2213,301086,UNKNOWN301086,BAYSIDE TERRACE,TX,77507,SUBSTATION,IN SERVICE,HARRIS,29.628313,-95.06482,2,138,69,N,N
2214,301087,UNKNOWN301087,STERLING CITY,TX,76951,SUBSTATION,IN SERVICE,STERLING,31.970876,-100.952261,1,138,69,N,N
2215,301088,UNKNOWN301088,GROVES,TX,77619,SUBSTATION,IN SERVICE,JEFFERSON,29.963355,-93.92207,2,230,69,Y,Y
2501,306465,UNKNOWN306465,SEATON,TX,76570,SUBSTATION,IN SERVICE,FALLS,31.075919,-97.114989,2,69,69,Y,Y
2502,306066,UNKNOWN306066,WORTHAM,TX,76693,SUBSTATION,IN SERVICE,FREESTONE,31.781178,-96.468713,2,-999999,-999999,N,N
2220,301099,UNKNOWN301099,LUBBOCK,TX,79423,SUBSTATION,NOT AVAILABLE,LUBBOCK,33.447687,-101.796701,1,138,69,Y,Y
2221,301101,UNKNOWN301101,PARIS,TX,75462,SUBSTATION,NOT AVAILABLE,LAMAR,33.664097,-95.450342,1,138,-999999,Y,N
2505,307158,SUNSET,EL PASO,TX,79902,SUBSTATION,IN SERVICE,EL PASO,31.768528,-106.497693,4,69,69,N,Y
2226,301115,UNKNOWN301115,SAN ANGELO,TX,76905,SUBSTATION,IN SERVICE,TOM GREEN,31.488203,-100.385308,2,138,69,Y,Y
2507,300988,UNKNOWN300988,CORPUS CHRISTI,TX,78373,SUBSTATION,IN SERVICE,NUECES,27.725328,-97.142161,2,69,69,N,Y
2228,301118,UNKNOWN301118,NORTH RICHLAND HILLS,TX,76180,SUBSTATION,IN SERVICE,TARRANT,32.846013,-97.22651,4,138,69,N,N
2509,306172,PARMER COUNTY,BOVINA,TX,79009,SUBSTATION,IN SERVICE,PARMER,34.51818,-102.867065,2,115,115,N,Y
2229,301120,UNKNOWN301120,MONT BELVIEU,TX,77521,SUBSTATION,IN SERVICE,CHAMBERS,29.850458,-94.92822,1,138,69,N,N
2511,301813,WEST ORANGE,WEST ORANGE,TX,77630,SUBSTATION,IN SERVICE,ORANGE,30.075957,-93.758452,2,69,69,N,Y
2230,301121,UNKNOWN301121,CROWLEY,TX,76036,SUBSTATION,IN SERVICE,TARRANT,32.595664,-97.439959,5,345,69,N,N
2513,307684,DEVINE,DEVINE,TX,78016,SUBSTATION,IN SERVICE,MEDINA,29.125303,-98.924327,4,69,69,Y,Y
2233,301126,UNKNOWN301126,NEW BOSTON,TX,75570,SUBSTATION,IN SERVICE,BOWIE,33.479698,-94.421798,2,138,69,Y,Y
2515,306344,UNKNOWN306344,MATHIS,TX,78368,SUBSTATION,IN SERVICE,LIVE OAK,28.160387,-97.861593,1,69,69,Y,Y
5012,301134,UNKNOWN301134,EDINBURG,TX,78541,SUBSTATION,NOT AVAILABLE,HIDALGO,26.341335,-98.173929,3,138,138,Y,Y
2237,301149,UNKNOWN301149,CAREY,TX,79201,SUBSTATION,NOT AVAILABLE,CHILDRESS,34.47004,-100.364522,2,138,115,Y,Y
2518,306092,UNKNOWN306092,PAMPA,TX,79065,NOT AVAILABLE,NOT AVAILABLE,GRAY,35.591804,-100.936486,3,-999999,-999999,N,N
5052,301155,UNKNOWN301155,CAMERON PARK,TX,78526,SUBSTATION,IN SERVICE,CAMERON,25.977361,-97.384349,2,138,138,N,Y
2240,301159,UNKNOWN301159,GODLEY,TX,76044,SUBSTATION,NOT AVAILABLE,JOHNSON,32.419215,-97.566811,2,138,-999999,Y,N
2241,301162,UNKNOWN301162,MIDLAND,TX,79706,SUBSTATION,IN SERVICE,MIDLAND,32.020259,-102.050795,3,345,69,N,N
2242,301163,UNKNOWN301163,RAINBOW,TX,76048,SUBSTATION,IN SERVICE,HOOD,32.335514,-97.732131,4,345,69,N,N
2244,301167,UNKNOWN301167,CROCKETT,TX,75835,SUBSTATION,NOT AVAILABLE,HOUSTON,31.370846,-95.477114,1,138,-999999,Y,N
2245,301168,UNKNOWN301168,TEMPLE,TX,76504,SUBSTATION,IN SERVICE,BELL,31.075781,-97.360084,1,138,69,Y,Y
2246,301172,UNKNOWN301172,AUSTIN,TX,78735,SUBSTATION,IN SERVICE,TRAVIS,30.242254,-97.868251,1,138,69,Y,Y
2247,301173,UNKNOWN301173,STANTON,TX,79782,SUBSTATION,NOT AVAILABLE,MARTIN,32.107522,-101.867896,1,138,69,Y,Y
2249,301176,UNKNOWN301176,ROUND TOP,TX,78954,SUBSTATION,IN SERVICE,FAYETTE,30.077853,-96.710569,2,138,69,Y,Y
2252,301186,UNKNOWN301186,SANDOW,TX,76577,SUBSTATION,IN SERVICE,MILAM,30.577665,-97.076807,9,345,69,Y,Y
4293,301196,UNKNOWN301196,PLANO,TX,75024,SUBSTATION,IN SERVICE,COLLIN,33.100532,-96.775499,2,138,-999999,Y,N
3215,301209,UNKNOWN301209,KEENE,TX,76031,SUBSTATION,NOT AVAILABLE,JOHNSON,32.414671,-97.322351,2,138,69,Y,Y
2263,301217,UNKNOWN301217,KEMPNER,TX,76539,SUBSTATION,NOT AVAILABLE,LAMPASAS,31.09136,-98.05401,1,345,69,Y,Y
2264,301218,UNKNOWN301218,WACO,TX,76708,SUBSTATION,IN SERVICE,MCLENNAN,31.577443,-97.179282,4,138,69,N,N
2270,301240,UNKNOWN301240,FARMERS BRANCH,TX,75234,SUBSTATION,IN SERVICE,DALLAS,32.930957,-96.899741,3,138,69,N,N
2271,301241,UNKNOWN301241,PORT LAVACA,TX,77979,SUBSTATION,IN SERVICE,CALHOUN,28.630407,-96.633835,3,138,69,Y,Y
2274,301247,UNKNOWN301247,POINT COMFORT,TX,77979,SUBSTATION,IN SERVICE,CALHOUN,28.65122,-96.539974,3,138,69,N,N
2275,301256,UNKNOWN301256,POINT BLANK,TX,77320,SUBSTATION,IN SERVICE,SAN JACINTO,30.847411,-95.25857,3,138,69,Y,Y
2277,301263,UNKNOWN301263,HALLETTSVILLE,TX,77964,SUBSTATION,IN SERVICE,LAVACA,29.428907,-96.98732,3,138,13.8,Y,Y
2278,301264,UNKNOWN301264,NORMANDY,TX,78852,SUBSTATION,NOT AVAILABLE,MAVERICK,28.833835,-100.562565,0,138,69,Y,Y
2539,306142,UNKNOWN306142,BUNAVISTA,TX,79007,SUBSTATION,IN SERVICE,HUTCHINSON,35.667644,-101.431835,4,115,69,N,N
2540,306144,UNKNOWN306144,FORT STOCKTON,TX,79735,SUBSTATION,IN SERVICE,PECOS,30.701887,-102.713734,0,-999999,-999999,N,N
2279,301271,UNKNOWN301271,MISSION,TX,78572,SUBSTATION,NOT AVAILABLE,HIDALGO,26.166792,-98.323964,2,138,69,Y,Y
2281,301275,UNKNOWN301275,DEER PARK,TX,77571,SUBSTATION,IN SERVICE,HARRIS,29.723804,-95.082717,2,138,69,Y,Y
4382,301282,UNKNOWN301282,PARIS,TX,75462,NOT AVAILABLE,NOT AVAILABLE,LAMAR,33.628036,-95.487618,3,138,-999999,Y,N
2283,301286,UNKNOWN301286,BAYSIDE TERRACE,TX,77507,SUBSTATION,IN SERVICE,HARRIS,29.616226,-95.036699,2,138,69,N,N
2288,301295,UNKNOWN301295,LASSATER,TX,75630,SUBSTATION,IN SERVICE,MARION,32.848637,-94.549362,9,345,69,N,N
2546,306176,UNKNOWN306176,IDALOU,TX,79329,SUBSTATION,NOT AVAILABLE,LUBBOCK,33.783942,-101.665162,1,115,69,Y,Y
2289,301296,UNKNOWN301296,CUT AND SHOOT,TX,77306,SUBSTATION,IN SERVICE,MONTGOMERY,30.322091,-95.294794,2,138,69,N,N
2548,306178,UNKNOWN306178,ROUNDUP,TX,79311,SUBSTATION,IN SERVICE,HALE,33.840508,-102.054265,1,69,13.8,N,N
4408,301305,UNKNOWN301305,RICHARDSON,TX,75080,SUBSTATION,IN SERVICE,DALLAS,32.940405,-96.76168,2,138,-999999,Y,N
2550,306184,UNKNOWN306184,NEDERLAND,TX,77627,SUBSTATION,IN SERVICE,JEFFERSON,30.014546,-94.029614,0,-999999,-999999,N,N
2291,301311,UNKNOWN301311,SAN ANGELO,TX,76903,SUBSTATION,IN SERVICE,TOM GREEN,31.494014,-100.435222,4,138,69,N,N
2292,301312,UNKNOWN301312,CONROE,TX,77304,SUBSTATION,IN SERVICE,MONTGOMERY,30.337018,-95.507686,2,138,69,N,N
2293,301314,UNKNOWN301314,SAVOY,TX,75479,SUBSTATION,IN SERVICE,FANNIN,33.632471,-96.357674,3,345,69,N,N
2295,301320,UNKNOWN301320,LITTLE RIVER,TX,76513,SUBSTATION,IN SERVICE,BELL,31.010029,-97.393586,3,138,69,Y,Y
4334,301321,UNKNOWN301321,WEATHERFORD,TX,76085,NOT AVAILABLE,NOT AVAILABLE,PARKER,32.823069,-97.703604,3,138,-999999,Y,N
2299,301328,UNKNOWN301328,BELTON,TX,76513,SUBSTATION,NOT AVAILABLE,BELL,31.087113,-97.544925,2,138,-999999,Y,N
2557,306211,UNKNOWN306211,BIG SPRING,TX,79720,SUBSTATION,NOT AVAILABLE,HOWARD,32.270359,-101.436739,4,69,-999999,Y,N
2558,306212,UNKNOWN306212,GRAHAM,TX,76450,SUBSTATION,IN SERVICE,YOUNG,33.134508,-98.611097,8,69,-999999,N,N
2301,301330,UNKNOWN301330,POINT COMFORT,TX,77971,SUBSTATION,IN SERVICE,CALHOUN,28.691739,-96.550388,1,138,69,N,N
2560,306218,SEAGRAVES,SEAGRAVES,TX,79316,SUBSTATION,IN SERVICE,TERRY,32.964461,-102.53313,5,115,13.8,N,N
4433,301336,UNKNOWN301336,GAINESVILLE,TX,76240,SUBSTATION,IN SERVICE,COOKE,33.653544,-97.147956,2,138,138,Y,Y
5063,301339,UNKNOWN301339,ROANOKE,TX,76262,SUBSTATION,IN SERVICE,DENTON,33.01186,-97.23597,2,138,138,Y,Y
3147,301343,UNKNOWN301343,ZEPHYR,TX,76890,SUBSTATION,IN SERVICE,BROWN,31.626103,-98.807103,1,138,138,Y,Y
2303,301349,UNKNOWN301349,DEER PARK,TX,77536,SUBSTATION,IN SERVICE,HARRIS,29.718358,-95.113595,1,138,69,N,N
2305,301352,UNKNOWN301352,THE COLONY,TX,75056,SUBSTATION,IN SERVICE,DENTON,33.060254,-96.859681,1,138,69,N,N
2308,301359,UNKNOWN301359,ABILENE,TX,79603,SUBSTATION,IN SERVICE,TAYLOR,32.452812,-99.754398,1,138,69,N,N
2309,301360,UNKNOWN301360,COADY,TX,77520,SUBSTATION,IN SERVICE,HARRIS,29.760101,-95.00547,2,138,69,N,N
2310,301363,UNKNOWN301363,BUCHANAN DAM,TX,78609,SUBSTATION,IN SERVICE,LLANO,30.750105,-98.416408,4,138,69,N,N
2316,301377,UNKNOWN301377,BEDIAS,TX,77831,SUBSTATION,IN SERVICE,GRIMES,30.785448,-95.96567,2,138,69,Y,Y
2318,301379,UNKNOWN301379,NEWPORT,TX,76230,SUBSTATION,IN SERVICE,MONTAGUE,33.509365,-97.953835,4,138,69,Y,Y
2321,301390,UNKNOWN301390,NAVASOTA,TX,77868,SUBSTATION,IN SERVICE,GRIMES,30.370387,-96.093881,2,138,69,N,N
2322,301391,UNKNOWN301391,IMPACT,TX,79601,SUBSTATION,IN SERVICE,TAYLOR,32.502895,-99.789909,5,138,69,N,N
2573,306246,UNKNOWN306246,BURLESON,TX,76031,SUBSTATION,IN SERVICE,JOHNSON,32.468717,-97.269728,1,-999999,-999999,N,N
2324,301393,UNKNOWN301393,VIOLET,TX,78380,SUBSTATION,IN SERVICE,NUECES,27.813275,-97.58728,3,138,69,N,N
2325,301394,UNKNOWN301394,PHARR,TX,78577,SUBSTATION,IN SERVICE,HIDALGO,26.139331,-98.19445,2,138,69,N,N
2328,301400,UNKNOWN301400,ROMAYOR,TX,77327,SUBSTATION,IN SERVICE,LIBERTY,30.452468,-94.765639,2,138,69,N,N
2331,301407,UNKNOWN301407,WAXAHACHIE,TX,75165,SUBSTATION,IN SERVICE,ELLIS,32.438837,-96.850291,1,138,69,Y,Y
2578,306260,UNKNOWN306260,WILLS POINT,TX,75169,SUBSTATION,IN SERVICE,VAN ZANDT,32.817419,-95.998865,3,-999999,-999999,N,N
3422,301408,UNKNOWN301408,THREE RIVERS,TX,78071,SUBSTATION,IN SERVICE,LIVE OAK,28.453517,-98.280251,2,138,69,Y,Y
2312,301410,UNKNOWN301410,KAUFMAN,TX,75142,SUBSTATION,NOT AVAILABLE,KAUFMAN,32.544974,-96.177055,0,138,-999999,Y,N
2333,301415,UNKNOWN301415,LAKEPORT,TX,75602,SUBSTATION,IN SERVICE,HARRISON,32.44602,-94.690845,3,138,69,Y,Y
2582,306271,UNKNOWN306271,POOLVILLE,TX,76487,NOT AVAILABLE,NOT AVAILABLE,WISE,33.033574,-97.871227,3,-999999,-999999,N,N
3369,301420,UNKNOWN301420,LAREDO,TX,78041,SUBSTATION,IN SERVICE,WEBB,27.568723,-99.508404,1,138,138,Y,Y
2584,306280,UNKNOWN306280,LUBBOCK,TX,79424,NOT AVAILABLE,NOT AVAILABLE,LUBBOCK,33.461578,-101.974272,3,-999999,-999999,N,N
2585,306283,UNKNOWN306283,SPRABERRY,TX,79706,SUBSTATION,IN SERVICE,MIDLAND,31.841495,-101.977952,3,69,-999999,N,N
2334,301422,UNKNOWN301422,KERMIT,TX,79745,SUBSTATION,NOT AVAILABLE,WINKLER,31.769835,-103.035381,1,138,69,Y,Y
2336,301432,UNKNOWN301432,PECOS,TX,79772,SUBSTATION,NOT AVAILABLE,REEVES,31.275557,-103.106646,1,345,69,Y,Y
2341,301445,UNKNOWN301445,BEN WHEELER,TX,75754,SUBSTATION,NOT AVAILABLE,VAN ZANDT,32.472384,-95.725683,2,138,-999999,Y,N
2342,301447,UNKNOWN301447,COLUMBUS,TX,78934,SUBSTATION,IN SERVICE,COLORADO,29.696864,-96.571959,4,138,69,N,N
3203,301455,UNKNOWN301455,GAINESVILLE,TX,76240,SUBSTATION,IN SERVICE,COOKE,33.654793,-97.093562,1,138,138,Y,Y
2346,301457,UNKNOWN301457,MCCAMEY,TX,79752,SUBSTATION,IN SERVICE,UPTON,31.155063,-102.2268,1,138,69,N,N
2347,301461,UNKNOWN301461,MOSCOW,TX,75960,SUBSTATION,NOT AVAILABLE,POLK,30.916179,-94.736831,0,138,-999999,Y,N
2348,301464,UNKNOWN301464,NURSERY,TX,77904,SUBSTATION,IN SERVICE,VICTORIA,28.893119,-97.13305,5,138,69,N,N
2350,301471,UNKNOWN301471,BAY CITY,TX,77414,SUBSTATION,IN SERVICE,MATAGORDA,28.987715,-95.969332,3,138,69,N,N
2351,301472,UNKNOWN301472,HALLSVILLE,TX,75650,SUBSTATION,NOT AVAILABLE,HARRISON,32.50613,-94.578301,0,345,69,Y,Y
2353,301477,UNKNOWN301477,FRANKLIN,TX,77856,SUBSTATION,IN SERVICE,ROBERTSON,31.042074,-96.492151,1,138,69,N,N
2356,301484,UNKNOWN301484,BIG SPRING,TX,79720,SUBSTATION,IN SERVICE,HOWARD,32.27514,-101.422895,4,345,69,N,N
2364,301521,UNKNOWN301521,MUENSTER,TX,76252,SUBSTATION,IN SERVICE,COOKE,33.662224,-97.434051,3,138,-999999,Y,N
3437,301523,UNKNOWN301523,WACO,TX,76706,SUBSTATION,IN SERVICE,MCLENNAN,31.550812,-97.104295,1,138,138,Y,Y
2600,306330,UNKNOWN306330,SEADRIFT,TX,77983,SUBSTATION,NOT AVAILABLE,CALHOUN,28.41669,-96.667737,2,69,-999999,Y,N
2297,301529,UNKNOWN301529,LONG MOTT,TX,77979,SUBSTATION,IN SERVICE,CALHOUN,28.509837,-96.796025,3,138,69,N,N
2602,306338,UNKNOWN306338,PLAINVIEW,TX,79072,SUBSTATION,NOT AVAILABLE,HALE,34.246019,-102.022673,1,69,-999999,Y,N
2603,306339,UNKNOWN306339,TRENTON,TX,75490,SUBSTATION,IN SERVICE,FANNIN,33.435052,-96.341116,1,-999999,-999999,N,N
2367,301533,UNKNOWN301533,TEMPLE,TX,76501,SUBSTATION,IN SERVICE,BELL,31.05634,-97.312991,4,345,69,Y,Y
2369,301538,UNKNOWN301538,HOUSTON,TX,77023,SUBSTATION,IN SERVICE,HARRIS,29.7173,-95.33105,3,138,69,N,N
2370,301540,UNKNOWN301540,DEER PARK,TX,77571,SUBSTATION,IN SERVICE,HARRIS,29.728638,-95.082394,2,138,69,Y,Y
2375,301561,UNKNOWN301561,GRANBURY,TX,76049,SUBSTATION,NOT AVAILABLE,HOOD,32.422642,-97.716143,1,138,-999999,Y,N
2608,306357,UNKNOWN306357,MARSHALL,TX,75672,SUBSTATION,IN SERVICE,HARRISON,32.471677,-94.356767,2,-999999,-999999,N,N
4318,301562,UNKNOWN301562,EARLY,TX,76802,SUBSTATION,IN SERVICE,BROWN,31.660855,-98.920569,4,138,-999999,Y,N
1666,301571,UNKNOWN301571,COPPELL,TX,75019,SUBSTATION,IN SERVICE,DALLAS,32.973773,-97.012016,6,138,138,Y,Y
2611,306368,UNKNOWN306368,BOGATA,TX,75417,SUBSTATION,IN SERVICE,RED RIVER,33.406183,-95.15655,3,-999999,-999999,N,N
2381,301580,UNKNOWN301580,TEMPLE,TX,76501,SUBSTATION,IN SERVICE,BELL,31.080947,-97.282424,3,138,69,N,N
2383,301584,UNKNOWN301584,HARMONY,TX,75861,SUBSTATION,IN SERVICE,ANDERSON,31.74767,-95.830678,2,138,69,Y,Y
2385,301598,UNKNOWN301598,CORPUS CHRISTI,TX,78407,SUBSTATION,IN SERVICE,NUECES,27.808126,-97.43135,2,138,69,Y,Y
2386,301599,UNKNOWN301599,SPRINGTOWN,TX,76023,SUBSTATION,NOT AVAILABLE,WISE,33.024693,-97.686196,0,138,13.8,Y,Y
2389,301603,UNKNOWN301603,GARDEN CITY,TX,79739,SUBSTATION,IN SERVICE,GLASSCOCK,31.712176,-101.494344,3,138,69,Y,Y
4376,301605,UNKNOWN301605,OLNEY,TX,76374,SUBSTATION,IN SERVICE,YOUNG,33.362931,-98.776943,4,138,-999999,Y,N
2392,301610,UNKNOWN301610,ARLINGTON,TX,76006,SUBSTATION,IN SERVICE,TARRANT,32.778266,-97.066627,4,138,69,N,N
2619,306396,UNKNOWN306396,SEMINOLE,TX,79360,SUBSTATION,IN SERVICE,GAINES,32.759101,-102.678774,2,115,69,N,N
2396,301622,UNKNOWN301622,FORT WORTH,TX,76040,SUBSTATION,IN SERVICE,TARRANT,32.81894,-97.096543,4,138,69,N,N
2397,301625,UNKNOWN301625,SPRABERRY,TX,79706,SUBSTATION,IN SERVICE,MIDLAND,31.86442,-101.950218,1,138,69,N,N
5026,301626,UNKNOWN301626,STEPHENVILLE,TX,76401,SUBSTATION,IN SERVICE,ERATH,32.204912,-98.232668,3,138,138,Y,Y
2398,301628,UNKNOWN301628,COLUMBUS,TX,78934,SUBSTATION,IN SERVICE,COLORADO,29.698412,-96.542895,2,138,69,Y,Y
2402,301639,UNKNOWN301639,DALLAS,TX,75019,SUBSTATION,IN SERVICE,DALLAS,32.92864,-96.971214,5,345,69,N,N
4312,301648,UNKNOWN301648,TERRELL,TX,75160,NOT AVAILABLE,NOT AVAILABLE,KAUFMAN,32.793215,-96.340783,3,138,-999999,Y,N
3243,301655,UNKNOWN301655,FORT WORTH,TX,76102,NOT AVAILABLE,NOT AVAILABLE,TARRANT,32.782055,-97.327003,3,138,69,Y,Y
2408,301663,UNKNOWN301663,LA PORTE,TX,77571,SUBSTATION,NOT AVAILABLE,HARRIS,29.704011,-95.056553,0,138,-999999,Y,N
2628,306427,UNKNOWN306427,IRAAN,TX,79744,SUBSTATION,NOT AVAILABLE,PECOS,30.895724,-101.934946,0,69,-999999,Y,N
2409,301665,UNKNOWN301665,ROCKY MOUND,TX,75686,SUBSTATION,IN SERVICE,CAMP,33.028778,-94.998632,1,138,13.8,Y,Y
2630,306436,UNKNOWN306436,ELECTRA,TX,76360,SUBSTATION,NOT AVAILABLE,WILBARGER,33.994073,-99.167447,1,69,-999999,Y,N
2631,306439,KRESS,KRESS,TX,79052,SUBSTATION,IN SERVICE,SWISHER,34.38802,-101.833977,5,115,-999999,N,N
2632,306441,UNKNOWN306441,LOCKNEY,TX,79241,SUBSTATION,NOT AVAILABLE,FLOYD,34.24489,-101.275933,1,69,-999999,Y,N
2411,301667,UNKNOWN301667,PORT ARTHUR,TX,77640,SUBSTATION,NOT AVAILABLE,JEFFERSON,29.884827,-93.950451,0,138,-999999,Y,N
2414,301671,UNKNOWN301671,FANNIN,TX,77963,SUBSTATION,IN SERVICE,GOLIAD,28.691647,-97.233722,3,138,69,N,N
2416,301679,UNKNOWN301679,ABILENE,TX,79607,SUBSTATION,NOT AVAILABLE,TAYLOR,32.414548,-99.835011,2,138,69,Y,Y
2417,301680,UNKNOWN301680,MONT BELVIEU,TX,77523,SUBSTATION,IN SERVICE,CHAMBERS,29.840151,-94.894009,3,138,69,N,N
2418,301684,UNKNOWN301684,GILMER,TX,75644,SUBSTATION,IN SERVICE,UPSHUR,32.726806,-95.00676,3,138,-999999,Y,N
2638,306460,UNKNOWN306460,ALBANY,TX,76430,SUBSTATION,IN SERVICE,SHACKELFORD,32.665377,-99.234775,2,-999999,-999999,N,N
2421,301694,UNKNOWN301694,FREDERICKSBURG,TX,78624,SUBSTATION,IN SERVICE,GILLESPIE,30.252305,-98.882106,2,138,69,N,N
4317,301707,UNKNOWN301707,EAGLE LAKE,TX,77434,SUBSTATION,IN SERVICE,COLORADO,29.559192,-96.334706,2,138,-999999,Y,N
2641,306471,UNKNOWN306471,COOKVILLE,TX,75558,SUBSTATION,NOT AVAILABLE,TITUS,33.190438,-94.84492,0,69,-999999,Y,N
2425,301713,UNKNOWN301713,PORT ARTHUR,TX,77640,SUBSTATION,IN SERVICE,JEFFERSON,29.873588,-93.971063,3,138,69,N,N
2643,306479,UNKNOWN306479,PORT LAVACA,TX,77979,SUBSTATION,NOT AVAILABLE,CALHOUN,28.516312,-96.767052,2,-999999,-999999,N,N
2644,306480,UNKNOWN306480,SINTON,TX,78387,SUBSTATION,NOT AVAILABLE,SAN PATRICIO,27.969674,-97.472868,0,69,-999999,Y,N
2427,301717,UNKNOWN301717,GAIL,TX,79738,SUBSTATION,IN SERVICE,BORDEN,32.927924,-101.584256,1,138,69,Y,Y
2646,306490,UNKNOWN306490,BIG SPRING,TX,79720,SUBSTATION,NOT AVAILABLE,HOWARD,32.243475,-101.309911,0,69,-999999,Y,N
2431,301729,UNKNOWN301729,HAWKINS,TX,75765,SUBSTATION,IN SERVICE,WOOD,32.608795,-95.193479,3,138,69,Y,Y
2436,301741,UNKNOWN301741,WADSWORTH,TX,77414,SUBSTATION,IN SERVICE,MATAGORDA,28.784128,-95.943786,2,138,69,Y,Y
2440,301748,UNKNOWN301748,GALENA PARK,TX,77012,SUBSTATION,IN SERVICE,HARRIS,29.71882,-95.22629,2,138,69,N,N
2449,301764,UNKNOWN301764,TEMPLE,TX,76501,SUBSTATION,IN SERVICE,BELL,31.130869,-97.329988,5,138,69,Y,Y
4389,301767,UNKNOWN301767,PURDON,TX,76679,NOT AVAILABLE,NOT AVAILABLE,NAVARRO,31.944877,-96.678995,3,138,-999999,Y,N
2452,301772,UNKNOWN301772,IRVING,TX,75039,SUBSTATION,IN SERVICE,DALLAS,32.907839,-96.943316,3,138,69,N,N
2456,301783,UNKNOWN301783,ROSENBERG,TX,77471,SUBSTATION,IN SERVICE,FORT BEND,29.541824,-95.848564,2,138,69,N,N
2654,306512,UNKNOWN306512,KOSSE,TX,76653,NOT AVAILABLE,NOT AVAILABLE,LIMESTONE,31.300152,-96.60051,3,-999999,-999999,N,N
2458,301800,UNKNOWN301800,KERMIT,TX,79745,SUBSTATION,NOT AVAILABLE,WINKLER,32.076877,-102.876278,2,138,69,Y,Y
2459,301804,UNKNOWN301804,TESCO,TX,79556,SUBSTATION,IN SERVICE,NOLAN,32.491886,-100.2427,7,138,69,N,N
3286,301822,UNKNOWN301822,HUXLEY,TX,75973,SUBSTATION,NOT AVAILABLE,SHELBY,31.762427,-93.900209,1,138,138,Y,Y
2465,301828,UNKNOWN301828,TEXAS CITY,TX,77590,SUBSTATION,IN SERVICE,GALVESTON,29.376767,-94.901888,5,138,69,N,N
2659,306525,UNKNOWN306525,HENRIETTA,TX,76365,SUBSTATION,NOT AVAILABLE,CLAY,33.510979,-98.36121,0,-999999,-999999,N,N
3389,301835,UNKNOWN301835,BOWIE,TX,76230,SUBSTATION,NOT AVAILABLE,MONTAGUE,33.561197,-97.825232,1,138,138,Y,Y
2470,301838,UNKNOWN301838,QUITMAN,TX,75783,SUBSTATION,IN SERVICE,WOOD,32.84738,-95.376726,1,138,69,N,N
2471,301845,UNKNOWN301845,WAKE VILLAGE,TX,75501,SUBSTATION,IN SERVICE,BOWIE,33.355266,-94.135725,3,138,69,Y,Y
2474,301861,UNKNOWN301861,STAIRTOWN,TX,78648,SUBSTATION,IN SERVICE,CALDWELL,29.721054,-97.725627,2,138,69,Y,Y
2664,306548,UNKNOWN306548,COOLIDGE,TX,76635,SUBSTATION,NOT AVAILABLE,LIMESTONE,31.745955,-96.637191,1,-999999,-999999,N,N
2480,301874,UNKNOWN301874,HOUSTON,TX,77011,SUBSTATION,IN SERVICE,HARRIS,29.743026,-95.309908,2,138,69,N,N
2481,301881,UNKNOWN301881,BRENHAM,TX,77833,SUBSTATION,IN SERVICE,WASHINGTON,30.271174,-96.471589,3,138,-999999,Y,N
2482,301889,UNKNOWN301889,CORPUS CHRISTI,TX,78408,SUBSTATION,IN SERVICE,NUECES,27.796364,-97.445954,3,138,69,N,N
2668,306554,UNKNOWN306554,BELTON,TX,76513,SUBSTATION,IN SERVICE,BELL,31.083191,-97.458641,4,69,-999999,Y,N
